ROCK NAME,SIO2,AL2O3,MGO,CAO,MNO
WEHRLITE,42.32,1.97,26.49,8.31,0.162
WEHRLITE,39.47,1.55,34.0,0.52,0.195
WEHRLITE,46.7,4.16,23.6,9.23,0.189
WEHRLITE,47.7,3.98,17.9,14.7,0.215
WEHRLITE,38.54,1.93,35.06,0.23,0.108
WEHRLITE,40.75,3.59,33.13,0.46,0.129
WEHRLITE,43.45,1.51,31.25,2.9,0.179
WEHRLITE,41.39,3.69,27.46,4.42,0.185
WEHRLITE,38.23,2.59,32.24,2.2,0.227
WEHRLITE,38.88,2.45,32.52,1.12,0.189
WEHRLITE,43.27,4.65,29.03,4.22,0.139
WEHRLITE,40.43,3.67,32.18,1.6,0.206
WEHRLITE,41.53,4.91,29.4,5.23,0.165
WEHRLITE,46.2,4.24,23.9,9.53,0.153
WEHRLITE,48.9,5.16,17.0,11.9,0.196
WEHRLITE,47.3,5.28,17.9,10.4,0.205
WEHRLITE,41.52,4.3,29.38,3.06,0.2
WEHRLITE,41.06,4.57,30.3,3.02,0.172
WEHRLITE,39.15,3.18,33.02,0.98,0.115
WEHRLITE,47.55,5.52,15.38,16.48,0.24
WEHRLITE,47.01,8.39,24.22,12.39,0.14
WEHRLITE,46.9,7.85,25.08,11.91,0.14
WEHRLITE,44.53,6.81,30.59,7.51,0.17
WEHRLITE,42.82,7.34,32.76,7.3,0.15
WEHRLITE,42.96,6.55,32.55,6.12,0.16
WEHRLITE,43.22,4.61,34.18,3.35,0.2
WEHRLITE,41.48,2.67,37.7,2.62,0.21
WEHRLITE,42.11,3.8,33.38,3.07,0.24
WEHRLITE,40.84,4.38,28.84,4.59,0.21
WEHRLITE,41.59,1.89,34.99,6.94,0.18
WEHRLITE,40.69,2.21,33.99,6.97,0.18
WEHRLITE,39.61,3.01,30.72,6.98,0.17
WEHRLITE,40.76,2.07,31.55,8.12,0.17
WEHRLITE,40.33,2.73,33.94,5.02,0.18
WEHRLITE,40.08,2.43,34.45,5.4,0.18
WEHRLITE,43.66,3.39,24.07,12.5,0.18
WEHRLITE,36.81,2.97,30.05,2.02,0.19
WEHRLITE,36.81,2.97,30.05,2.02,0.19
WEHRLITE,36.81,2.97,30.05,2.02,0.19
WEHRLITE,36.74,2.69,28.86,2.8,0.23
WEHRLITE,48.12,5.38,14.4,19.82,0.15
WEHRLITE,45.74,3.55,23.78,13.62,0.158
WEHRLITE,44.1,1.32,31.49,9.65,0.3
WEHRLITE,38.0,0.63,38.3,1.7,0.18
WEHRLITE,38.2,1.05,38.2,1.84,0.18
WEHRLITE,39.8,0.41,40.8,2.82,0.17
WEHRLITE,40.4,3.65,29.6,3.76,0.25
WEHRLITE,46.0,2.6,28.4,11.5,0.14
WEHRLITE,43.4,4.27,24.8,6.85,0.26
WEHRLITE,48.1,3.9,23.8,15.1,0.13
WEHRLITE,39.4,2.2,38.0,4.5,0.18
WEHRLITE,47.3,6.6,17.8,17.2,0.18
WEHRLITE,45.3,9.6,21.0,9.4,0.17
WEHRLITE,43.6,0.82,45.5,0.69,0.12
WEHRLITE,41.4,1.6,34.1,6.9,0.15
WEHRLITE,40.0,2.1,33.5,7.0,0.16
WEHRLITE,42.0,3.3,34.0,8.4,0.13
WEHRLITE,37.0,1.9,34.9,4.8,0.13
WEHRLITE,46.5,18.3,10.2,15.9,0.13
WEHRLITE,39.6,0.72,45.9,0.59,0.18
WEHRLITE,38.5,1.08,42.7,1.32,0.19
WEHRLITE,39.9,3.68,28.8,7.25,0.15
WEHRLITE,43.2,4.38,25.7,11.4,0.16
WEHRLITE,36.2,3.59,34.8,2.7,0.18
WEHRLITE,42.0,3.13,26.5,9.72,0.15
WEHRLITE,43.4,17.7,9.89,18.1,0.08
WEHRLITE,42.8,5.18,27.3,8.1,0.22
WEHRLITE,39.2,0.61,38.9,4.17,0.15
WEHRLITE,39.0,0.88,41.5,1.17,0.15
WEHRLITE,37.9,0.21,37.4,0.19,0.15
WEHRLITE,39.0,0.62,37.5,4.52,0.15
WEHRLITE,43.0,11.8,17.6,14.0,0.13
WEHRLITE,37.0,8.26,24.3,6.36,0.25
WEHRLITE,37.0,0.92,39.8,1.39,0.17
WEHRLITE,47.4,17.6,10.0,14.9,0.16
WEHRLITE,46.1,2.3,27.8,13.1,0.15
WEHRLITE,40.8,1.56,36.6,3.44,0.16
WEHRLITE,43.0,0.8,33.6,7.98,0.2
WEHRLITE,40.5,0.35,39.0,2.6,0.22
WEHRLITE,42.7,0.48,36.3,6.54,0.2
WEHRLITE,51.7,1.13,21.5,19.8,0.11
WEHRLITE,42.1,0.39,39.8,4.72,0.17
WEHRLITE,40.8,2.78,27.9,5.3,0.19
WEHRLITE,41.6,4.92,28.2,5.8,0.2
WEHRLITE,44.4,2.83,27.6,9.74,0.19
WEHRLITE,37.3,0.41,38.5,2.81,0.19
WEHRLITE,39.0,0.16,41.7,2.34,0.2
WEHRLITE,41.82,3.15,33.48,8.5,0.16
WEHRLITE,38.06,2.21,30.78,3.51,0.05
